,title,publication date,subject,journal,DOI,author,abstract,from_database
847,The gifted child and the need for planners and leaders,,,,http://wiredspace.wits.ac.za/bitstream/handle/10539/25052/File_05._Symposium_1961-The_gifted_child._pp._17-24[1].pdf?sequence=1,SM Naude,"… By paying the living costs of all gifted students, by spending large sums on build ings and the
equipment of wonderful labora tories and libraries and by offering to their children no … “This
inelasticity of our school system is the direct result of the sentimental attachment we hold for …",google_scholar
364,Protective factors as barriers to depression in gifted and nongifted adolescents,2009,,Gifted Child Quarterly,10.1177/0016986208326552,CE Mueller,"… And, Kitano and Lewis (2005), citing several empirical studies, have suggested that level of
intelligence may account for how and which coping strategies are utilized by gifted individuals
in response to stressful … Citing attachment theory as an expla- nation, Meadows et al …",google_scholar
769,Gifted and High Achievers' Psychosocial Factors to Determine Gifted Services,2018,,,https://search.proquest.com/openview/ec95b699c8bce3642d78cae7a6b0cdb0/1?pq-origsite=gscholar&cbl=18750&diss=y,SV McCary,"Page 1. 0 Gifted and High Achievers' Psychosocial Factors to Determine Gifted Services Presented
in Partial Fulfillment of the Requirements for the Degree … Page 3. Approval Page Gifted and High
Achievers· Psychosocial factors to Determine Gifted Services By Sarah V. McCary …",google_scholar
1214,The Role of Labelling in Education: A Focus on Exceptional Learners,2015,,Global Journal of Advanced Research,https://5y1.org/download/9d0d91c09e20402da88e32aca85bba96.pdf,W Samkange,"… Ask.com refers to labelling as the attachment assumed qualities to particular people that are used
to describe them … the following problems: learning problems; behaviour problems; physical
disabilities; sensory impairments; and those who are intellectually gifted and talented …",google_scholar
611,Systemic Bias in Public Education: The Exception of African American Males Enrolled in Gifted and Advanced Placement Courses,2020,,Journal of …,https://digitalcommons.gardner-webb.edu/joel/vol6/iss2/3/,"L Johnson EdD, KH Larwin PhD","… The variance in gifted and talented programs is typically based upon local norms versus national
norms, as … of attachment are formed, unfairly affects African American males as teachers rate their
level of closeness much lower than their White counterparts (Wood et al., 2017) …",google_scholar
735,Case study of teacher perceptions of ethnic minority students in gifted education programs,2016,,,https://search.proquest.com/openview/8b7f7ac15b35a006bba0d7803fc21ceb/1?pq-origsite=gscholar&cbl=18750&diss=y,I Graham,"Page 1. Case Study of Teacher Perceptions of Ethnic Minority Students in Gifted Education
Programs Dissertation Manuscript … 10250339 2016 Page 3. Approval Page Case Study of Teacher
Perceptions of Ethnic Minority Students in Gifted Education Programs By Ivory Graham …",google_scholar
771,The need for information on how the attachment difficulties of adopted and looked after children affect their schooling,2007,,Adoption & Fostering,10.1177/030857590703100305,R Phillips,"… each day. Children with attachment issues are often gifted in the creative arts – drama,
dance, music and art. This facilitates working with them in a visual or sound context,
as putting feelings into words may be difficult. When …",google_scholar
459,"A critical self-study of gifted education: Healthy practice, necessary evil, or sedition?",1996,,Journal for the Education of the Gifted,10.1177/016235329601900203,CM Callahan,"… The ""gifted programs"" in most schools assume little respon- sibility for working with other educators
to ensure that the talents we have espoused as so … At times we have used a high IQ score to simply
justify the attachment of a label and the creation of groups where there is little …",google_scholar
544,Views of giftedness: The perceptions of teachers and parents regarding the traits of gifted children in Saudi Arabia,2010,,,https://www.academia.edu/download/45152112/final-Saads_thesis.pdf,S Alamer,"Page 1. Page 2. Views of Giftedness: The Perceptions of Teachers and Parents Regarding the
Traits of Gifted Children in Saudi Arabia By … B.Ed. (mathematics), Teachers College-1996
Dip.Ed. (gifted education), Gulf University-1998 M.Ed. (gifted education), Gulf University-2000 …",google_scholar
392,Crisis of meaning and subjective well-being: The mediating role of resilience and self-control among gifted adults,2020,,Behavioral sciences,https://www.mdpi.com/2076-328X/10/1/15,B Vötter,"… body of studies with intellectually gifted persons suggests a similar tendency for psychosocial
issues, such as a vulnerability for affective disorders and immune-related diseases , identity
problems, compulsivity , a fearful attachment style [28 …",google_scholar
1024,Preparing for college—beyond the getting-in part,2000,,Gifted Child Today,10.4219/gct-2000-727,JS Peterson,"… Emotional development and emotional gifted- ness. In N. Colangelo & G. Davis (Eds.), Handbook
of gifted education (pp. 285–305) … Silver, AR (1995). College adjustment: Relationships to
attachment secu- rity, separation-individuation, and style of coping …",google_scholar
810,PROFILE OF GIFTED LEARNERS WITH EMOTIONAL PROBLEM AND THE DESIGNED EDUCATIONAL SERVICE PROGRAM,,,,https://www.academia.edu/download/45466044/IC_Gate_2014.pdf#page=8,"R Akhlan, E Heryati, E Ratnengsih","… Neihart, Reis, Robinson dan Moon (2002), gifted and talented students show the initiative attitude,
flexibility in thinking, ability to solve problem … Nooshin Pishva dan Mohamaad Ali Besharat (2011),
had done the study on the relationship between the attachment with the negative …",google_scholar
1169,Scientific ability,1993,,Ciba Foundation Symposium,10.1002/9780470514498#page=147,KA Heller,"… Finally, various possibilities for nurturing scientifically gifted adolescents are discussed, with
sex-related problems being touched upon … New science curricula which meet the special needs
of gifted adolescents have been recognized to play a key role …",google_scholar
1053,Teacher communication patterns as related to the race and sex of the student,1985,,The Journal of Educational Research,10.1080/00220671.1985.10885627,J Jordan Irvine,"… instance of white racism,"" in- dicated that the white ""gifted"" student received more praise than
the black ""gifted"" student and that ""gifted"" blacks received … They were also more likely to mention
girls as objects of attachment and less likely to mention them as objects of concern …",google_scholar
821,Factors influencing teachers' and administrators' identification of diverse students for gifted programs in Title I schools,2006,,,https://search.proquest.com/openview/8cc1ed0e3f041826527e32a6b1debb2c/1?pq-origsite=gscholar&cbl=18750&diss=y,J Kang-Moon,"Factors influencing teachers' and administrators' identification of diverse students for gifted
programs in Title I schools. Abstract. The number of students served in gifted and talented
programs has grown substantially in the past decades (Ford, 1995) …",google_scholar
469,Healthy and unhealthy perfectionists among academically gifted Chinese students in Hong Kong: Do different classification schemes make a difference?,2010,,Roeper Review,10.1080/02783191003587876,DW Chan,"… Healthy and Unhealthy Perfectionists Among Academically Gifted Chinese Students in Hong
Kong: Do Different Classification Schemes Make a Difference … There are obvious reasons
for the strong research interests on perfectionism in gifted education …",google_scholar
399,Reexamining gifted underachievement and dropout through the lens of student engagement,2013,,… for the Education of the Gifted,10.1177/0162353213480864,"RN Landis, AL Reschly","… Journal for the Education of the Gifted, Contents … Reexamining Gifted Underachievement and
Dropout Through the Lens of Student Engagement. Rebecca N. Landis and Amy L. Reschly.
Journal for the Education of the Gifted 2013 36:2, 220-249. Download Citation …",google_scholar
996,"5 'Excuse me teacher, but you made a mistake…'",2016,,… Education for the Gifted: Key issues and …,https://books.google.com/books?hl=en&lr=&id=xAgRDAAAQBAJ&oi=fnd&pg=PA57&dq=gifted+attachment&ots=d1sRBdd_Fp&sig=JY7hrKVc4EnTHIUZO03TNtY-QQg,"N Benny, R Blonder","… Teachers' ratings or judgements of students are usually based on conflicts and closeness, student
depend- ency, secure attachment to the teacher and anxious attachment to the teacher (ibid.).
However, the interactions between gifted students and their science teacher in a …",google_scholar
