,title,publication date,subject,journal,DOI,author,abstract,from_database,publication_date
1505,Identifying spoken technical legal vocabulary in a law school classroom,2020-10-01,,English for Specific Purposes,10.1016/j.esp.2020.04.003,,,scopus,
1506,Using machine learning and keyword analysis to analyze incidents and reduce risk in oil sands operations,2020-10-01,,Safety Science,10.1016/j.ssci.2020.104873,,,scopus,
1507,Enabling identity-based authorized encrypted diagnostic data sharing for cloud-assisted E-health information systems,2020-10-01,,Journal of Information Security and Applications,10.1016/j.jisa.2020.102568,,,scopus,
1508,A phase i study of a dual PI3-kinase/mTOR inhibitor BEZ235 in adult patients with relapsed or refractory acute leukemia,2020-09-29,,BMC Pharmacology and Toxicology,10.1186/s40360-020-00446-x,,,scopus,
1509,COVIDSeer: Extending the CORD-19 Dataset,2020-09-29,,"Proceedings of the ACM Symposium on Document Engineering, DocEng 2020",10.1145/3395027.3419597,,,scopus,
1510,Hip pain and its correlation with cam morphology in young skiers - A minimum of 5 years follow-up,2020-09-29,,Journal of Orthopaedic Surgery and Research,10.1186/s13018-020-01952-8,,,scopus,
1511,Assessing students' SQL knowledge and skills in gamification manner,2020-09-28,,"2020 43rd International Convention on Information, Communication and Electronic Technology, MIPRO 2020 - Proceedings",10.23919/MIPRO48935.2020.9245179,,,scopus,
1512,Smart healthcare ecosystem for elderly patient care,2020-09-28,,"2020 43rd International Convention on Information, Communication and Electronic Technology, MIPRO 2020 - Proceedings",10.23919/MIPRO48935.2020.9245404,,,scopus,
1513,The Impact of Work-Home Arrangement on the Productivity of Employees during COVID-19 Pandemic in the Philippines: A Structural Equation Modelling Approach,2020-09-27,,ACM International Conference Proceeding Series,10.1145/3429551.3429568,,,scopus,
1514,Keyword extraction from Tweets using NLP tools for collecting relevant news,2020-09-24,,"Proceedings - International Research Conference on Smart Computing and Systems Engineering, SCSE 2020",10.1109/SCSE49731.2020.9313024,,,scopus,
1515,Quantitative Comparative Analysis in Parallel Translation Corpus: Building author's and translator's statistical profiles : tudy of Lucy Maud Montgomery),2020-09-23,,"2020 IEEE 15th International Scientific and Technical Conference on Computer Sciences and Information Technologies, CSIT 2020 - Proceedings",10.1109/CSIT49958.2020.9321893,,,scopus,
1516,Automatic Extraction of Keywords in Political Speeches,2020-09-23,,"2020 IEEE 15th International Scientific and Technical Conference on Computer Sciences and Information Technologies, CSIT 2020 - Proceedings",10.1109/CSIT49958.2020.9322011,,,scopus,
1517,Digital Crop Health Monitoring by Analyzing Social Media Streams,2020-09-21,,"2020 IEEE / ITU International Conference on Artificial Intelligence for Good, AI4G 2020",10.1109/AI4G50087.2020.9310985,,,scopus,
1518,Incident Detection from Social Media Targeting Indian Traffic Scenario Using Transfer Learning,2020-09-20,,"2020 IEEE 23rd International Conference on Intelligent Transportation Systems, ITSC 2020",10.1109/ITSC45102.2020.9294295,,,scopus,
1519,Achieving forward unforgeability in keyword-field-free conjunctive search,2020-09-15,,Journal of Network and Computer Applications,10.1016/j.jnca.2020.102755,,,scopus,
1520,Research progress of biochar in the world based on bibliometrics analysis,2020-09-15,,Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering,10.11975/j.issn.1002-6819.2020.18.034,,,scopus,
1521,Analysis of Business Model Transition Based on Active User and Review Value,2020-09-15,,ACM International Conference Proceeding Series,10.1145/3402942.3409782,,,scopus,
1522,Machine Learning Approach for Sentiment Analysis in Crime Information Retrieval,2020-09-15,,"2020 3rd International Conference on Computer and Informatics Engineering, IC2IE 2020",10.1109/IC2IE50715.2020.9274607,,,scopus,
1523,Keyword extraction for film reviews based on social network analysis and natural language technology,2020-09-15,,E3S Web of Conferences,10.1051/e3sconf/202018903019,,,scopus,
1524,Contrasts and similarities between two audio research communities in evaluating auditory artefacts,2020-09-15,,ACM International Conference Proceeding Series,10.1145/3411109.3411146,,,scopus,
1525,Auto-abstracting of texts in the Kazakh language,2020-09-14,,ACM International Conference Proceeding Series,10.1145/3410352.3410832,,,scopus,
1526,The role of WISHE in the rapid intensification of tropical cyclones,2020-09-09,,Journal of the Atmospheric Sciences,10.1175/JAS-D-20-0006.1,,,scopus,
1527,An ultra-low power keyword-spotting accelerator using circuit-architecture-system co-design and self-adaptive approximate computing Based BWN,2020-09-07,,"Proceedings of the ACM Great Lakes Symposium on VLSI, GLSVLSI",10.1145/3386263.3406906,,,scopus,
1528,Zone based Indexing Model for Database Identification in Search Query Processing,2020-09-05,,"2020 IEEE International Conference for Convergence in Engineering, ICCE 2020 - Proceedings",10.1109/ICCE50343.2020.9290699,,,scopus,
1529,"A hypoxia-related signature for clinically predicting diagnosis, prognosis and immune microenvironment of hepatocellular carcinoma patients",2020-09-04,,Journal of Translational Medicine,10.1186/s12967-020-02492-9,,,scopus,
1530,Keyword extraction from scientific articles in bahasa indonesia using textrank algorithm,2020-09-03,,"2020 4th International Conference on Electrical, Telecommunication and Computer Engineering, ELTICOM 2020 - Proceedings",10.1109/ELTICOM50775.2020.9230514,,,scopus,
1531,VPAMS: Verifiable and practical attribute-based multi-keyword search over encrypted cloud data,2020-09-01,,Journal of Systems Architecture,10.1016/j.sysarc.2020.101741,,,scopus,
1532,The Efficiency of the Preservation of Human Gut Microbiota in Liquid Nitrogen Depending on the Composition of the Cryoprotective Medium,2020-09-01,,Biophysics (Russian Federation),10.1134/S000635092005022X,,,scopus,
1533,The Functional State of the Photosynthetic Apparatus of Potato Plants upon Destruction of the Tubulin Cytoskeleton,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050103,,,scopus,
1534,Different Dosage Effects of Ozone on Oxygen Transport in Blood during in vitro Experiments,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050231,,,scopus,
1535,"Molecular Mechanisms of the Redox Regulation of the Na,K-ATPase",2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050139,,,scopus,
1536,The Efficiency of DNA Labeling with Near-Infrared Fluorescent Dyes,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050188,,,scopus,
1537,Models of Photosynthetic Electron Transport,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050152,,,scopus,
1538,"Microbial Synthesis of Nanoparticles: Mechanisms, Characteristics, and Applications",2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050218,,,scopus,
1539,The Peculiar Features of Cognitive Processes in Rats Exposed to a Hypomagnetic Field Using Moderate Magnetic Shielding,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050097,,,scopus,
1540,A Model of Speciation Preconditions in Terms of Percolation and Self-Organized Criticality Theories,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050073,,,scopus,
1541,Fluorimetric Analysis of the Impact of Coal Sludge Pollution on Phytoplankton,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050024,,,scopus,
1542,Ecological and Genetic Models in Population Biophysics,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050061,,,scopus,
1543,The Mechanisms of the Interaction of Stable Isotopes with Biological Objects in the Presence of an Uncompensated Neutron in Chemical Bonds,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050048,,,scopus,
1544,The Change of Electrical Properties of Blood Corpuscles under in vitro Mechanical Stress,2020-09-01,,Biophysics (Russian Federation),10.1134/S000635092005019X,,,scopus,
1545,Representation of a Three-Dimensional Epithelial Structure as a Regular Cellular Network in a Drosophila Eye Model,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050164,,,scopus,
1546,The Sigma-1 Receptor Ligands Chlorpromazine and Trifluoperazine Inhibit Na<sup>+</sup> Transport in Frog Skin Epithelium,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050115,,,scopus,
1547,The Influence of the Nature of the Ligand on the Antitumor Activity and Cytotoxic Effect of Binuclear Dinitrosyl Iron Complexes,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050206,,,scopus,
1548,A Nanocapsule Based on Natural Mineral Clinoptilolite Surrounded by a Lecithin Envelope,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050140,,,scopus,
1549,The Effect of the Viscosity of the Medium on the Molecular Dynamics of the Formation of Secondary Structure of (AlaGly)<inf>25</inf> and (AlaGly)<inf>75</inf> Polypeptides,2020-09-01,,Biophysics (Russian Federation),10.1134/S000635092005005X,,,scopus,
1550,Simulation of Spring Aggregation of Bees in Hives with Large Daily Fluctuations in Outdoor Temperature,2020-09-01,,Biophysics (Russian Federation),10.1134/S0006350920050127,,,scopus,
1551,Understanding the impact of contextual clues in misinformation detection,2020-09-01,,"IEMTRONICS 2020 - International IOT, Electronics and Mechatronics Conference, Proceedings",10.1109/IEMTRONICS51293.2020.9216394,,,scopus,
1552,The Impact of Transcriptional Factors Znf1 and Sip4 on Xylose Alcoholic Fermentation in Recombinant Strains of Yeast Saccharomyces Cerevisiae,2020-09-01,,Cytology and Genetics,10.3103/S0095452720050035,,,scopus,
1553,Adaptive Evolution for the Improvement of Ethanol Production During Alcoholic Fermentation with the Industrial Strains of Yeast Saccharomyces Cerevisiae,2020-09-01,,Cytology and Genetics,10.3103/S0095452720050059,,,scopus,
1554,Intervarietal Karyomorphological Studies on Two Species of Passiflora L. (Passifloraceae),2020-09-01,,Cytology and Genetics,10.3103/S0095452720050126,,,scopus,
1555,Effect of Low-Intensity Blue Light Emission on Physicochemical Properties of Blood Erythrocytes in Rats under Diabetes Mellitus Conditions,2020-09-01,,Cytology and Genetics,10.3103/S0095452720050102,,,scopus,
1556,Evaluation of Phytotoxicity and Mutagenicity of Novel DMAEMA-Containing Gene Carriers,2020-09-01,,Cytology and Genetics,10.3103/S0095452720050096,,,scopus,
1557,SEF1 and VMA1 Genes Regulate Riboflavin Biosynthesis in the Flavinogenic Yeast Candida Famata,2020-09-01,,Cytology and Genetics,10.3103/S0095452720050023,,,scopus,
1558,Effect of Photomodulation Therapy on Development of Oxidative Stress in Blood Leukocytes of Rats with Streptozocin-Induced Diabetes Mellitus,2020-09-01,,Cytology and Genetics,10.3103/S0095452720050114,,,scopus,
1559,Evaluating the Diversity and Breeding Prospects of Ukrainian Spring Camelina Genotypes,2020-09-01,,Cytology and Genetics,10.3103/S0095452720050084,,,scopus,
1560,Association of IL-1Ra and IL-4 Gene VNTRs with Susceptibility to Prostate Cancer in Turkish Population,2020-09-01,,Cytology and Genetics,10.3103/S0095452720050138,,,scopus,
1561,"Cloning of Genes Sef1 and Tup1 Encoding Transcriptional Activator and Global Repressor in the Flavinogenic Yeast Meyerozyma (Candida, Pichia) guilliermondii",2020-09-01,,Cytology and Genetics,10.3103/S0095452720050072,,,scopus,
1562,Role of Leaf Epicuticular Wax Load and Composition against Whitefly Population and Cotton Leaf Curl Virus in Different Cotton Varieties,2020-09-01,,Cytology and Genetics,10.3103/S009545272005014X,,,scopus,
1563,Degradation of Methanol Catabolism Enzymes of Formaldehyde Dehydrogenase and Formate Dehydrogenase in Methylotrophic Yeast Komagataella phaffii,2020-09-01,,Cytology and Genetics,10.3103/S0095452720050047,,,scopus,
1564,"Vertically transmitted chikungunya, Zika and dengue virus infections: The pathogenesis from mother to fetus and the implications of co-infections and vaccine development",2020-09-01,,International Journal of Pediatrics and Adolescent Medicine,10.1016/j.ijpam.2019.05.004,,,scopus,
1565,Differential Transgeneration Methylation of Exogenous Promoters in T1 Transgenic Wheat (Triticum aestivum),2020-09-01,,Cytology and Genetics,10.3103/S0095452720050151,,,scopus,
1566,Effect of Gene SFU1 on Riboflavin Synthesis in Flavinogenic Yeast Candida famata,2020-09-01,,Cytology and Genetics,10.3103/S0095452720050060,,,scopus,
1567,Designing Colloidal Silica-Bonded Porous Structures of In-situ Mullite for Thermal Insulation,2020-09-01,,InterCeram: International Ceramic Review,10.1007/s42411-020-0120-x,,,scopus,
1568,Binders for Refractory Castables: An Overview,2020-09-01,,InterCeram: International Ceramic Review,10.1007/s42411-020-0112-x,,,scopus,
1569,Development of Castables with High Thermal Shock Resistance and Volume Stability,2020-09-01,,InterCeram: International Ceramic Review,10.1007/s42411-020-0113-9,,,scopus,
1570,Electrical and Structural Properties and Facile Synthesis of Alumina Modified by Metal Nanoparticles,2020-09-01,,InterCeram: International Ceramic Review,10.1007/s42411-020-0111-y,,,scopus,
1571,Sustainable Rice Husk Ash-Based High-Temperature Insulating Materials,2020-09-01,,InterCeram: International Ceramic Review,10.1007/s42411-020-0119-3,,,scopus,
1572,A new economic loss assessment system for urban severe rainfall and flooding disasters based on big data fusion,2020-09-01,,Environmental Research,10.1016/j.envres.2020.109822,,,scopus,
1573,Keyword-citation-keyword network: a new perspective of discipline knowledge structure analysis,2020-09-01,,Scientometrics,10.1007/s11192-020-03576-5,,,scopus,
1574,A document-structure-based complex network model for extracting text keywords,2020-09-01,,Scientometrics,10.1007/s11192-020-03542-1,,,scopus,
1575,Opening up while locking down: How an Irish independent sector mental health service is responding to the COVID-19 crisis,2020-09-01,,Irish Journal of Psychological Medicine,10.1017/ipm.2020.68,,,scopus,
1576,'Policing' a pandemic: Garda wellbeing and COVID-19,2020-09-01,,Irish Journal of Psychological Medicine,10.1017/ipm.2020.70,,,scopus,
1577,COVID-19 from the perspective of urban and rural general adult mental health services,2020-09-01,,Irish Journal of Psychological Medicine,10.1017/ipm.2020.62,,,scopus,
1578,The Barthian Predominance in Korean Theology: Its Origins and Problems,2020-09-01,,Expository Times,10.1177/0014524620922798,,,scopus,
1579,Context-dependency in the Cognitive Bias Task and Resting-state Functional Connectivity of the Dorsolateral Prefrontal Cortex,2020-09-01,,Journal of the International Neuropsychological Society,10.1017/S1355617720000302,,,scopus,
